loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,loan_status
7000,7000,7000.0,0,9.49,224.2,1,6,5540,2,1,51500.0,1,19,0,1,2,727,43,0,330,1.0,21,0
21600,21600,21600.0,0,7.39,670.81,0,3,13458,5,3,99000.0,1,11,0,1,2,91,33,1,27,0.0,11,0
24700,24700,24700.0,0,15.59,863.39,2,14,3256,6,4,150000.0,2,11,0,2,3,734,3,0,89,1.0,9,1
35000,35000,35000.0,0,5.32,1054.02,0,0,6898,9,1,365000.0,2,17,0,1,2,296,9,0,373,0.0,7,0
18000,18000,18000.0,0,11.49,593.49,1,9,10875,4,4,60000.0,0,8,0,2,3,828,36,0,287,1.0,17,1
14000,14000,14000.0,0,11.99,464.94,1,9,7891,5,1,36000.0,0,12,0,2,3,248,26,2,137,0.0,5,1
16000,16000,16000.0,0,9.75,514.4,1,7,3152,10,4,72500.0,0,5,0,1,2,79,33,1,381,0.0,12,0
12475,12475,12475.0,0,10.49,405.41,1,7,4024,3,4,75000.0,1,9,0,2,3,213,44,0,479,0.0,5,0
5000,5000,5000.0,0,11.49,164.86,1,9,14512,1,1,59000.0,0,17,0,3,6,303,9,0,83,0.0,26,0
5500,5500,5500.0,0,10.49,178.74,1,7,229,1,1,45260.0,2,9,0,2,3,395,34,3,238,0.0,11,1
15000,15000,15000.0,0,5.32,451.73,0,0,14672,11,1,75000.0,0,18,0,2,3,793,4,0,311,0.0,10,0
25000,25000,25000.0,1,7.39,499.65,0,3,12802,1,1,62000.0,2,11,0,2,3,246,26,0,527,0.0,8,0
24000,24000,24000.0,0,8.99,763.09,1,5,13804,3,4,70000.0,1,2,0,5,7,297,9,1,43,0.0,9,1
30000,30000,30000.0,1,9.75,633.73,1,7,11995,1,1,110000.0,2,13,0,2,3,643,42,2,175,0.0,10,0
40000,40000,40000.0,0,7.21,1238.93,0,2,13052,9,3,250000.0,1,12,0,5,7,298,9,0,440,0.0,16,1
40000,40000,40000.0,0,7.21,1238.93,0,2,12426,4,3,106000.0,1,20,0,2,3,110,33,0,382,0.0,11,0
12000,12000,12000.0,0,9.44,384.06,1,5,5862,10,4,45000.0,0,10,0,1,2,659,42,0,493,0.0,19,0
3000,3000,3000.0,0,11.39,98.78,1,7,7143,0,4,65000.0,1,8,0,8,10,181,19,0,41,0.0,18,0
16775,16775,16775.0,1,16.02,408.12,2,14,13595,1,3,36500.0,2,3,0,2,3,785,4,0,123,0.0,6,1
8000,8000,8000.0,0,17.09,285.59,3,15,9243,1,1,115000.0,0,12,0,2,3,266,10,0,185,1.0,13,1
24000,24000,24000.0,1,26.3,722.84,4,24,2057,0,1,43500.0,2,10,0,2,3,603,17,0,545,0.0,11,0
16000,16000,16000.0,1,9.16,333.38,1,6,7797,5,1,110000.0,0,13,0,2,3,388,34,0,88,1.0,13,0
12400,12400,12400.0,0,16.99,442.04,3,15,6937,5,4,54000.0,1,9,0,2,3,183,19,1,296,2.0,10,1
20400,20400,20400.0,1,12.62,460.21,2,10,14672,11,4,50000.0,0,3,0,2,3,764,4,0,232,0.0,8,0
7000,7000,7000.0,0,12.88,235.46,2,11,1757,5,4,30000.0,2,7,0,2,3,91,33,0,295,0.0,6,1
4000,4000,4000.0,0,11.44,131.79,1,8,685,2,1,42000.0,2,14,0,2,3,757,32,6,536,0.0,20,1
24000,24000,24000.0,0,11.99,797.03,2,10,11928,1,4,54000.0,2,13,0,2,3,655,42,0,38,1.0,17,1
29000,29000,29000.0,1,13.49,667.14,2,11,11928,1,1,115000.0,0,6,0,1,2,790,4,1,429,0.0,14,0
8000,8000,8000.0,0,6.49,245.16,0,1,5787,1,1,78000.0,2,0,0,2,3,91,33,0,131,0.0,18,1
12000,12000,12000.0,0,13.99,410.08,2,12,9499,1,1,100000.0,0,2,0,1,2,775,4,0,286,5.0,18,0
40000,40000,40000.0,1,13.49,920.19,2,11,8826,1,1,80000.0,2,8,0,1,2,301,9,0,577,0.0,9,1
12000,12000,12000.0,1,11.39,263.25,1,7,4810,10,4,63800.0,1,18,0,1,2,654,42,0,588,1.0,18,0
10500,10500,10500.0,0,9.93,338.47,1,6,68,3,1,45000.0,0,12,0,1,2,266,10,0,49,0.0,17,0
5000,5000,5000.0,0,9.93,161.18,1,6,10013,7,4,77000.0,0,10,0,8,10,185,19,0,64,0.0,10,0
30000,30000,30000.0,0,14.99,1039.82,2,13,14672,11,1,74000.0,2,17,0,2,3,205,44,0,488,0.0,9,0
30000,30000,30000.0,1,12.79,679.38,2,10,9198,3,1,77000.0,2,11,0,2,3,394,34,0,184,1.0,10,1
17600,17600,17600.0,0,17.27,629.86,3,16,6766,7,4,40000.0,0,13,0,1,2,62,30,0,38,1.0,6,0
6000,6000,6000.0,0,10.49,194.99,1,6,14486,5,3,34680.0,0,17,0,5,7,295,9,0,541,0.0,14,1
1975,1975,1975.0,0,26.57,80.18,5,29,14672,11,4,40000.0,2,5,0,10,0,653,42,0,339,0.0,5,0
21000,21000,21000.0,0,11.49,692.4,1,9,9962,1,4,94000.0,1,17,0,2,3,295,9,0,132,1.0,21,0
8000,8000,8000.0,0,25.29,319.31,4,24,13276,1,4,41000.0,2,9,0,8,10,787,4,0,536,0.0,9,1
25000,25000,25000.0,1,13.99,581.58,2,12,3186,7,1,72000.0,0,8,0,1,2,342,41,0,392,0.0,6,0
12000,12000,12000.0,0,9.16,382.5,1,6,10697,1,1,68000.0,1,13,0,1,2,515,13,0,462,0.0,24,0
18450,18450,18450.0,0,12.74,619.35,2,10,14672,11,4,36948.0,0,4,0,2,3,307,9,0,577,0.0,11,0
8000,8000,7925.0,0,17.27,286.3,3,16,14256,3,4,60000.0,1,13,0,2,3,96,33,0,139,1.0,17,0
31425,31425,31425.0,1,17.27,785.57,3,16,2271,1,1,33500.0,1,11,0,2,3,22,29,1,577,0.0,10,1
4000,4000,4000.0,0,7.59,124.6,0,2,8988,10,4,62595.0,1,9,0,2,3,44,45,0,388,0.0,10,0
8000,8000,7975.0,0,16.02,281.34,2,14,5236,4,4,22800.0,2,3,0,3,6,83,33,0,397,0.0,4,1
8475,8475,8475.0,0,10.91,277.1,1,8,1977,1,3,45000.0,1,20,0,5,7,826,36,0,429,1.0,6,1
11000,11000,11000.0,1,21.49,300.63,3,19,14672,11,1,54000.0,2,2,0,2,3,737,3,0,323,3.0,13,1
33000,33000,33000.0,1,9.75,697.11,1,7,1914,4,1,188000.0,1,15,0,1,2,667,42,0,585,0.0,16,0
10000,10000,10000.0,0,7.89,312.86,0,4,6096,1,1,325000.0,1,13,0,10,0,10,18,0,75,1.0,14,1
4175,4175,4175.0,0,14.99,144.71,2,13,10825,3,4,20572.0,1,6,0,1,2,240,26,0,147,0.0,2,1
3000,3000,3000.0,0,11.49,98.92,1,9,302,4,4,42000.0,2,18,0,1,2,757,32,2,566,1.0,8,0
19200,19200,19200.0,1,14.99,456.67,2,13,5141,1,1,85000.0,0,14,0,2,3,190,19,0,242,0.0,11,1
9600,9600,9600.0,0,16.99,342.22,3,15,7891,1,1,30000.0,2,14,0,2,3,384,34,1,193,0.0,7,0
9775,9775,9775.0,0,29.99,414.92,5,27,6419,10,3,28800.0,2,4,0,8,10,395,34,0,48,0.0,6,0
35000,35000,35000.0,0,10.49,1137.43,1,7,1984,1,1,212709.0,2,18,0,2,3,248,26,0,124,0.0,23,1
4800,4800,4800.0,0,8.24,150.95,1,5,5801,0,4,61000.0,1,8,0,2,3,804,4,5,485,0.0,10,0
10000,10000,10000.0,1,15.05,238.17,2,13,5861,7,1,120000.0,0,3,0,8,10,47,6,0,529,2.0,10,0
20000,20000,20000.0,0,14.99,693.21,2,13,14672,5,3,90000.0,2,4,0,2,3,786,4,0,190,0.0,18,0
15200,15200,15200.0,0,11.99,504.79,1,9,12926,0,1,114000.0,0,20,0,2,3,519,13,0,289,0.0,20,1
18000,18000,18000.0,0,9.75,578.7,1,7,13994,1,3,80000.0,1,13,0,2,3,295,9,0,471,1.0,7,1
11550,11550,11550.0,1,22.74,323.88,4,20,1268,5,1,40000.0,1,17,0,2,3,259,39,0,385,0.0,11,1
36000,36000,36000.0,1,10.49,773.61,1,6,10427,8,1,97000.0,1,1,0,2,3,666,42,0,483,0.0,22,0
7200,7200,7200.0,0,11.44,237.23,1,8,14512,9,4,40000.0,0,4,0,1,2,74,30,1,392,0.0,10,0
8000,8000,8000.0,0,10.75,260.97,1,8,3717,5,4,82000.0,0,11,0,2,3,514,13,0,434,0.0,8,0
14000,14000,14000.0,1,8.24,285.49,1,5,8024,1,1,115000.0,0,8,0,2,3,172,37,0,218,0.0,13,0
20000,20000,20000.0,0,11.39,658.48,1,7,6105,0,4,72000.0,0,14,0,2,3,30,20,0,534,1.0,7,0
2400,2400,2400.0,0,6.99,74.1,0,1,6074,6,4,19000.0,1,8,0,2,3,205,44,0,376,0.0,8,0
12475,12475,12475.0,1,8.99,258.9,1,5,5477,1,1,103500.0,0,9,0,1,2,57,30,0,574,0.0,8,0
5000,5000,5000.0,0,16.29,176.51,3,15,9866,1,3,100000.0,1,13,0,2,3,683,42,0,438,1.0,7,1
30000,30000,29975.0,0,15.99,1054.57,2,14,11777,5,4,87000.0,2,1,0,1,2,11,18,0,100,0.0,13,1
8000,8000,8000.0,0,13.49,271.45,2,11,11928,8,4,69400.0,1,18,0,2,3,57,30,0,186,2.0,10,0
7825,7825,7825.0,0,13.49,265.51,2,11,6613,5,1,30000.0,1,11,0,2,3,764,4,0,390,0.0,8,1
30000,30000,30000.0,0,16.99,1069.44,3,15,5647,1,4,60000.0,2,11,0,2,3,186,19,0,88,0.0,7,1
7000,7000,7000.0,0,17.99,253.04,3,16,105,10,1,28000.0,2,19,0,8,10,528,13,1,488,0.0,6,0
15000,15000,15000.0,1,22.39,417.62,4,20,6224,9,4,47000.0,1,2,0,2,3,785,4,0,397,0.0,10,1
30000,30000,30000.0,1,13.44,689.37,2,12,14466,1,1,100000.0,2,7,0,2,3,653,42,0,72,1.0,12,0
13975,13975,13975.0,0,17.27,500.13,3,16,2547,9,1,71000.0,0,0,0,2,3,178,7,1,382,0.0,7,0
1200,1200,1200.0,0,10.49,39.0,1,6,11928,1,4,60000.0,0,8,0,2,3,333,41,0,227,0.0,12,1
11200,11200,11200.0,1,16.02,272.49,2,14,2879,7,1,44000.0,2,10,0,2,3,47,6,0,95,0.0,12,0
36000,36000,36000.0,1,13.49,828.17,2,11,1072,3,4,140000.0,1,18,0,2,3,184,19,0,387,0.0,9,0
10000,10000,10000.0,0,9.75,321.5,1,7,6062,0,3,55000.0,0,13,0,2,3,566,23,0,582,0.0,22,1
30200,30200,30200.0,0,16.29,1066.08,3,15,5564,9,1,100000.0,1,5,0,2,3,678,42,0,290,0.0,11,1
8000,8000,8000.0,0,13.44,271.26,2,12,14672,11,3,38188.0,1,7,0,8,10,520,13,0,213,0.0,7,1
22400,22400,22400.0,1,14.08,522.14,2,12,9422,5,1,125000.0,2,16,0,3,6,185,19,0,523,0.0,31,0
20000,20000,20000.0,1,12.74,452.41,2,10,13097,5,1,97000.0,2,14,0,3,6,345,24,1,182,0.0,5,1
30000,30000,30000.0,1,16.02,729.87,2,14,9499,8,1,80000.0,1,16,0,2,3,255,39,0,340,0.0,19,0
6025,6025,6025.0,0,11.44,198.51,1,8,14672,11,3,22380.0,2,8,0,2,3,2,18,0,78,0.0,7,1
10000,10000,10000.0,0,7.35,310.38,0,3,14672,11,1,70000.0,0,20,0,3,6,386,34,0,178,0.0,12,1
3000,3000,3000.0,0,22.74,115.73,4,20,11678,4,4,18000.0,1,4,0,0,1,118,33,0,395,1.0,3,1
30000,30000,30000.0,1,17.99,761.64,3,16,8319,1,1,125000.0,1,4,0,2,3,386,34,0,370,1.0,13,0
6000,6000,6000.0,0,11.48,197.8,1,9,3425,5,4,135847.0,2,7,0,7,9,285,9,0,579,0.0,13,0
15525,15525,15525.0,1,21.18,421.58,4,22,12297,4,3,75585.0,0,13,0,6,8,678,42,0,37,2.0,23,0
2400,2400,2400.0,0,6.99,74.1,0,1,1903,3,4,60000.0,1,14,0,0,1,16,18,0,241,0.0,12,1
12000,12000,12000.0,0,5.32,361.38,0,0,11928,1,4,73000.0,0,20,0,2,3,102,33,0,237,0.0,11,1
10000,10000,10000.0,0,14.46,344.02,2,13,4214,10,4,60000.0,1,5,0,8,12,86,33,1,336,1.0,18,0
15000,15000,15000.0,1,21.97,414.03,4,23,2883,3,1,40000.0,0,5,0,2,12,312,1,0,541,0.0,9,0
26000,26000,26000.0,0,7.21,805.31,0,2,9596,3,1,85000.0,0,10,0,2,3,514,13,0,433,0.0,12,1
20000,20000,20000.0,1,13.49,460.1,2,11,10060,10,4,50000.0,1,9,0,1,2,105,33,0,537,0.0,18,0
6675,6675,6675.0,0,14.49,229.73,2,13,2672,7,1,50000.0,2,11,0,2,12,180,19,7,480,1.0,8,0
10000,10000,10000.0,0,6.99,308.73,0,1,8694,1,1,48000.0,2,16,0,2,3,679,42,1,87,0.0,8,1
9100,9100,9100.0,0,22.35,349.19,4,21,4564,0,4,32000.0,1,15,0,2,3,837,46,0,393,2.0,13,1
4000,4000,4000.0,0,10.49,130.0,1,6,9499,9,1,82000.0,0,6,0,1,2,67,30,0,127,1.0,7,0
4000,4000,4000.0,0,16.02,140.67,2,14,11928,0,4,19200.0,2,20,0,1,2,519,13,0,278,0.0,4,1
18000,18000,18000.0,0,7.99,563.98,0,4,7891,1,4,59000.0,0,1,0,2,3,331,41,0,18,1.0,19,1
10000,10000,10000.0,1,14.08,233.1,2,12,14486,9,1,53000.0,0,3,0,2,3,846,46,0,243,0.0,6,1
6000,6000,6000.0,0,11.44,197.69,1,8,3807,2,4,87000.0,0,18,0,2,3,384,34,0,487,1.0,9,0
9000,9000,9000.0,0,5.32,271.04,0,0,4497,2,4,125000.0,0,10,0,1,2,810,4,0,490,0.0,7,0
40000,40000,40000.0,1,16.02,973.15,2,14,4030,1,1,138000.0,2,3,0,2,3,268,10,1,36,0.0,7,1
16000,16000,16000.0,1,7.97,324.2,0,4,8905,6,1,88000.0,0,12,0,2,3,562,23,0,428,0.0,19,0
6650,6650,6650.0,0,16.99,237.06,3,15,14616,2,3,75000.0,0,17,0,2,3,758,32,1,380,1.0,6,0
2000,2000,2000.0,0,5.32,60.23,0,0,9719,1,3,60000.0,1,3,0,3,6,621,2,0,478,0.0,10,1
12000,12000,12000.0,1,9.8,253.79,1,7,468,3,4,40000.0,0,7,0,1,2,737,3,0,378,1.0,18,1
8000,8000,8000.0,0,6.99,246.99,0,1,11797,2,4,42500.0,1,6,0,2,3,293,9,0,241,0.0,10,1
28000,28000,28000.0,0,7.59,872.14,0,2,10581,2,4,115000.0,2,2,0,2,3,783,4,0,37,0.0,10,1
12800,12800,12800.0,1,14.99,304.45,2,13,11977,1,4,44000.0,0,8,0,2,3,206,44,0,569,0.0,10,1
21000,21000,21000.0,1,23.13,593.57,5,25,3256,1,1,115000.0,0,0,0,10,0,448,21,0,238,1.0,14,1
28000,28000,28000.0,1,7.89,566.27,0,4,14672,11,1,120000.0,1,0,0,1,2,292,9,0,333,0.0,11,0
9000,9000,9000.0,0,10.49,292.48,1,6,6727,1,4,93000.0,1,17,0,2,3,433,21,0,382,1.0,16,1
30000,30000,29950.0,0,16.99,1069.44,3,15,6430,4,1,146000.0,1,18,0,1,2,291,9,0,171,1.0,23,0
4000,4000,4000.0,0,26.3,161.81,4,24,6766,0,3,15000.0,2,20,0,6,8,761,32,0,478,1.0,3,1
9050,9050,9050.0,0,15.59,316.35,2,14,14239,2,1,45000.0,1,2,0,2,3,584,15,0,490,2.0,11,0
31700,31700,31700.0,1,25.29,935.84,4,24,6401,1,4,220000.0,2,19,0,5,7,518,13,0,537,2.0,17,0
14625,14625,14625.0,0,13.99,499.78,2,12,7356,3,4,38251.0,1,4,0,2,3,267,10,1,92,0.0,9,1
6400,6400,6400.0,0,12.74,214.85,2,10,6403,2,1,61000.0,0,17,0,2,3,674,42,2,19,0.0,14,1
10000,10000,10000.0,0,19.99,371.59,3,18,5774,5,1,75000.0,1,11,0,2,12,51,6,0,287,1.0,10,0
3600,3600,3600.0,0,18.25,130.61,3,17,14672,11,4,12000.0,2,0,0,2,3,336,41,0,437,0.0,5,0
24000,24000,24000.0,1,13.99,558.32,2,12,614,1,1,128000.0,1,2,0,2,3,599,17,0,536,0.0,13,0
6400,6400,6400.0,0,14.99,221.83,2,13,7669,3,4,50000.0,1,4,0,2,3,259,39,1,284,0.0,10,1
12000,12000,12000.0,0,6.49,367.74,0,1,5517,1,1,85000.0,1,0,0,3,6,515,13,0,37,1.0,4,0
24000,24000,24000.0,0,7.49,746.44,0,3,3181,4,1,118000.0,0,1,0,6,8,395,34,0,335,0.0,38,0
35000,35000,35000.0,1,17.99,888.58,3,16,3706,1,1,100000.0,2,2,0,2,3,813,4,0,532,0.0,8,1
7000,7000,7000.0,0,11.39,230.47,1,7,4030,6,4,110000.0,1,14,0,1,2,505,25,1,285,0.0,13,0
30000,30000,30000.0,1,13.99,697.9,2,12,9499,1,1,100000.0,1,6,0,2,3,57,30,0,181,0.0,7,0
16000,16000,16000.0,0,16.02,562.68,2,14,6714,1,1,59200.0,2,16,0,2,3,793,4,0,441,0.0,10,0
6000,6000,6000.0,0,18.06,217.1,3,16,936,4,3,57000.0,1,10,0,8,10,265,10,0,442,0.0,14,1
24000,24000,24000.0,0,11.49,791.32,1,9,8826,4,1,130556.0,1,14,0,2,3,265,10,0,536,1.0,10,0
4800,4800,4800.0,0,12.62,160.86,2,10,13404,2,3,37000.0,0,10,0,8,10,434,21,0,184,0.0,3,0
36000,36000,36000.0,1,15.99,875.26,2,14,1290,5,1,280000.0,1,6,0,3,6,214,44,0,563,0.0,7,0
8000,8000,8000.0,0,11.49,263.78,1,9,7076,4,1,45000.0,0,18,0,2,3,473,22,0,144,0.0,9,1
12000,12000,12000.0,0,5.32,361.38,0,0,3386,1,4,60000.0,0,3,0,2,3,830,36,0,331,2.0,17,1
33600,33600,33600.0,0,25.49,1344.66,4,23,6480,2,4,80000.0,1,8,0,1,2,514,13,0,390,1.0,10,0
16000,16000,16000.0,1,23.99,460.2,4,21,6613,1,1,60000.0,0,1,0,2,3,448,21,1,136,0.0,8,0
22000,22000,22000.0,0,11.49,725.37,1,9,286,3,4,65000.0,2,19,0,2,3,64,30,0,181,0.0,13,1
25000,25000,25000.0,0,17.99,903.69,3,16,768,1,1,108000.0,2,9,0,3,6,181,19,4,381,0.0,9,1
3000,3000,3000.0,0,11.49,98.92,1,9,14523,9,4,50000.0,1,14,0,2,3,93,33,1,185,0.0,8,0
18000,18000,18000.0,0,15.31,626.72,2,14,11700,10,4,130000.0,1,13,0,8,10,51,6,0,480,2.0,21,1
10000,10000,10000.0,0,27.79,412.51,5,29,5585,8,4,38000.0,2,2,0,2,3,623,2,0,381,3.0,11,1
15000,15000,15000.0,0,5.32,451.73,0,0,11403,5,1,90000.0,0,6,0,2,3,643,42,0,286,0.0,10,1
14000,14000,14000.0,1,14.08,326.34,2,12,1109,6,1,45000.0,0,3,0,1,2,590,28,0,541,0.0,10,0
17000,17000,17000.0,0,8.59,537.36,0,4,1687,1,3,62000.0,2,9,0,2,3,737,3,0,187,0.0,5,0
25575,25575,25575.0,0,24.11,1004.86,5,26,229,4,1,60000.0,1,13,0,2,3,663,42,0,175,3.0,14,1
10000,10000,10000.0,0,11.49,329.72,1,9,2587,1,4,40000.0,1,14,0,2,3,386,34,0,486,0.0,9,0
24000,24000,24000.0,0,16.99,855.55,3,15,6811,2,4,67500.0,2,9,0,1,2,788,4,4,378,1.0,15,1
19200,19200,19200.0,1,12.99,436.77,2,11,12098,5,4,65000.0,0,0,0,2,3,827,36,0,388,0.0,6,0
12000,12000,12000.0,0,11.49,395.66,1,9,5841,0,1,120000.0,1,8,0,2,3,758,32,0,75,0.0,14,1
2400,2400,2400.0,0,8.39,75.64,1,5,4812,10,4,34000.0,1,7,0,2,3,9,18,0,95,0.0,9,1
30000,30000,30000.0,1,13.49,690.15,2,11,11636,1,1,160000.0,1,17,0,2,3,13,18,0,389,0.0,9,1
4200,4200,4200.0,0,11.49,138.48,1,9,14384,1,1,50000.0,2,9,0,8,10,125,33,1,378,1.0,7,1
22000,22000,22000.0,0,13.49,746.47,2,11,9499,1,1,62000.0,0,9,0,2,3,319,1,1,479,0.0,22,1
21000,21000,21000.0,0,7.35,651.79,0,3,8859,0,3,130000.0,0,20,0,2,3,60,30,0,288,1.0,7,1
25000,25000,25000.0,1,15.99,607.82,2,14,5693,10,3,150000.0,1,17,0,2,3,514,13,1,523,0.0,8,0
28000,28000,28000.0,0,11.49,923.2,1,9,14672,11,1,263387.0,2,9,0,3,6,785,4,0,89,4.0,24,0
8000,8000,8000.0,0,11.99,265.68,1,9,10088,4,4,64000.0,0,16,0,2,3,83,33,0,141,0.0,4,1
35000,35000,35000.0,1,16.99,869.66,3,15,11830,1,1,80000.0,1,14,0,2,3,390,34,1,179,1.0,7,0
35000,35000,35000.0,1,12.99,796.18,2,11,11928,6,1,100000.0,1,5,0,2,3,323,1,0,138,0.0,17,1
7300,7300,7300.0,0,6.99,225.37,0,1,11797,1,1,74000.0,0,4,0,1,2,296,9,0,490,1.0,8,1
13000,13000,13000.0,0,7.24,402.84,0,2,13994,1,4,90000.0,1,18,0,1,2,808,4,0,470,0.0,23,1
40000,40000,39750.0,0,5.32,1204.6,0,0,8069,1,1,275000.0,0,15,0,3,6,9,18,5,485,2.0,12,0
5000,5000,5000.0,0,8.99,158.98,1,5,1455,5,4,64000.0,0,2,0,2,3,179,44,1,542,0.0,6,1
4225,4225,4225.0,0,12.74,141.83,2,10,12627,10,4,51000.0,1,17,0,8,10,265,10,1,189,0.0,14,1
8500,8500,8500.0,0,16.99,303.01,3,15,14672,11,4,37339.0,2,4,0,2,3,92,33,0,589,1.0,17,0
6000,6000,6000.0,0,16.99,213.89,3,15,6639,1,1,53000.0,1,9,0,8,10,643,42,0,390,0.0,5,0
8000,8000,8000.0,0,10.49,259.99,1,7,856,5,4,53000.0,0,2,0,5,7,131,37,0,584,1.0,26,1
2500,2500,2500.0,0,23.88,97.93,4,21,7678,1,1,134000.0,0,10,0,2,3,818,4,2,48,3.0,8,0
8000,8000,8000.0,0,8.24,251.58,1,5,10166,1,1,55000.0,0,17,0,2,3,753,31,0,86,0.0,8,0
19200,19200,19200.0,0,11.99,637.63,2,10,76,1,4,72000.0,2,5,0,2,3,629,35,0,141,0.0,13,1
15000,15000,15000.0,1,11.49,329.82,1,9,14672,11,4,59500.0,2,1,0,1,2,599,17,1,574,0.0,14,0
28000,28000,28000.0,0,18.99,1026.23,3,17,6751,1,1,113600.0,2,4,0,2,3,181,19,0,240,3.0,14,1
12000,12000,12000.0,0,6.49,367.74,0,1,607,1,1,85000.0,0,11,0,3,6,561,23,0,536,1.0,18,1
6000,6000,6000.0,0,14.46,206.41,2,13,13308,3,4,19000.0,1,13,0,0,1,298,9,0,292,1.0,12,1
13000,13000,13000.0,0,22.91,502.62,4,20,820,4,4,46800.0,0,16,0,2,3,79,33,0,99,1.0,7,0
1000,1000,1000.0,0,18.25,36.28,3,17,12286,11,1,25000.0,1,0,0,11,11,93,33,0,30,0.0,7,1
15000,15000,15000.0,0,5.32,451.73,0,0,13673,0,4,48000.0,2,0,0,5,7,790,4,0,91,1.0,4,1
5600,5600,5600.0,0,7.35,173.81,0,3,9499,5,4,100000.0,1,3,0,7,9,791,4,1,37,0.0,8,0
12000,12000,12000.0,0,12.99,404.27,2,11,14493,1,1,60000.0,0,5,0,1,2,518,13,0,185,0.0,25,0
8000,8000,8000.0,0,11.44,263.58,1,8,13363,1,4,45000.0,2,1,0,1,2,473,22,0,35,2.0,7,1
16000,16000,16000.0,0,15.05,555.04,2,13,7648,1,1,48000.0,2,20,0,2,3,758,32,1,567,2.0,10,1
8500,8500,8500.0,0,21.97,324.49,4,23,7737,4,4,25000.0,1,0,0,2,3,363,16,0,590,3.0,9,0
8400,8400,8400.0,0,9.49,269.04,1,6,1142,2,4,45000.0,1,2,0,2,3,90,33,0,245,0.0,8,1
10000,10000,10000.0,0,10.75,326.21,1,8,10909,3,1,42250.0,0,13,0,1,2,302,9,0,584,0.0,27,0
4000,4000,4000.0,0,11.39,131.7,1,7,5160,1,4,60000.0,1,6,0,1,2,91,33,0,247,0.0,16,0
7000,7000,7000.0,0,10.42,227.26,1,7,7273,6,4,45000.0,2,3,0,1,2,394,34,1,493,0.0,9,0
25000,25000,25000.0,1,13.49,575.12,2,11,846,1,1,50000.0,0,18,0,2,3,394,34,0,338,0.0,8,1
22000,22000,22000.0,1,11.47,483.51,1,9,13804,1,4,52000.0,0,5,0,2,3,260,39,0,21,0.0,19,0
40000,40000,40000.0,1,12.62,902.37,2,10,1986,5,3,143000.0,2,10,0,2,3,456,47,0,532,0.0,20,0
15000,15000,15000.0,0,7.97,469.84,0,4,6916,10,4,20000.0,0,20,0,5,7,11,18,0,392,0.0,5,0
21000,21000,21000.0,1,19.99,556.26,4,20,10375,8,4,45000.0,2,13,0,2,3,467,47,0,579,2.0,19,0
20000,20000,20000.0,1,14.08,466.2,2,12,3344,9,1,103000.0,0,10,0,2,3,88,33,0,80,0.0,13,0
8000,8000,8000.0,0,7.91,250.36,0,4,2708,7,4,50000.0,2,7,0,1,2,709,49,0,480,0.0,14,0
10800,10800,10800.0,1,13.49,248.46,2,11,6486,10,4,78000.0,1,11,0,1,2,654,42,0,241,1.0,8,1
20300,20300,20300.0,0,20.0,754.43,3,18,8331,1,3,64000.0,0,3,0,3,6,817,4,0,50,1.0,4,0
30000,30000,30000.0,1,6.0,590.08,3,17,10622,1,1,85000.0,1,16,0,2,3,247,26,4,530,1.0,22,0
15000,15000,14750.0,0,29.69,634.23,5,26,7079,1,4,45000.0,2,3,0,6,8,60,30,1,32,0.0,3,1
10000,10000,10000.0,0,5.32,301.15,0,0,14020,2,1,60000.0,0,5,0,2,3,54,6,0,117,0.0,19,0
9600,9600,9600.0,0,9.93,309.45,1,6,10752,1,1,150000.0,1,20,0,2,3,643,42,0,577,1.0,10,0
40000,40000,40000.0,1,9.44,838.91,1,5,701,7,1,100000.0,2,3,0,8,10,262,39,1,122,0.0,8,0
25000,25000,25000.0,1,11.99,555.99,2,10,6401,1,1,223000.0,0,5,0,2,3,436,21,1,472,2.0,10,1
7000,7000,7000.0,0,7.39,217.4,0,3,4376,3,4,80000.0,1,11,0,1,2,181,19,1,290,0.0,6,1
10000,10000,10000.0,0,7.24,309.87,0,2,9216,10,1,83000.0,0,1,0,3,6,260,39,0,577,0.0,8,1
25000,25000,25000.0,0,22.39,959.82,4,20,5599,1,4,67000.0,2,11,0,2,3,734,3,0,538,0.0,18,1
9000,9000,9000.0,0,11.49,296.75,1,9,5692,4,4,33260.0,0,17,0,2,3,454,47,0,96,0.0,9,1
15000,15000,15000.0,1,22.39,417.62,4,20,11594,1,4,70000.0,1,11,0,6,8,835,46,0,44,1.0,9,0
20000,20000,20000.0,0,12.62,670.23,2,10,11331,1,3,83200.0,0,10,0,8,10,8,18,0,86,0.0,18,1
14400,14400,14400.0,1,13.67,332.61,2,12,203,1,1,86000.0,0,5,0,2,3,47,6,0,23,2.0,19,1
16000,16000,15975.0,0,13.59,543.67,2,11,10629,10,1,120000.0,1,20,0,3,6,471,22,0,493,1.0,15,1
10500,10500,10500.0,0,19.48,387.45,4,21,555,7,4,35000.0,1,7,0,2,3,330,41,0,237,0.0,5,0
21000,21000,21000.0,1,9.75,443.61,1,7,4835,3,1,60000.0,1,5,0,2,3,406,34,0,234,0.0,16,1
